PCo1,PCo2,Delivery_Mode
0.12479413332549641,0.1301946466376601,0
-0.2504636335988414,0.0010587371706444377,1
-0.07371138538708587,0.1625919245364668,0
0.055283443558225155,0.004884168555564999,0
0.006075065464673622,-0.06579263925692941,1
-0.0871321823196306,-0.11563280596482066,0
0.06441186789597746,0.05839878255432339,0
0.09596226708122119,-0.033281438764072704,0
0.08956369434980785,0.05229250605686039,0
-0.0978086757897954,0.018267256405550488,0
-0.043260816379648306,0.030885427620776323,1
0.09333438098046433,0.02730897164855647,0
-0.043791443869713745,-0.06410222414135562,1
-0.12285208383461055,0.009311162366586212,0
0.1957788408457526,0.005070518618338733,0
0.10133117479501279,-0.003055759142758864,0
-0.02925294730334205,0.09777174649937734,1
0.011148899735060457,0.06841406986084321,1
-0.021347244544391405,-0.010377501187710697,0
0.07704750145816654,-0.017505907071011576,1
0.043011556654443645,0.08521483714824722,0
-0.28057029866740796,-0.07450506519529967,1
-0.05088740347762839,0.05561482650681191,0
-0.06956086468425927,-0.11015336395664882,0
0.02327277517324392,-0.06459581900423492,0
-0.024366294137545087,-0.06705904585021877,1
-0.06498492047286102,0.22782835414716696,0
-0.09965901523733245,0.0404707139330087,0
0.1850022851787378,0.06909362598339737,1
-0.11214788449630689,-0.030621706023820378,0
0.15004114961736226,0.012741983028671792,0
0.1350324352188613,0.022644615914096243,1
0.2124586591294289,-0.026512195339670714,1
-0.10147195546740258,-0.030201090178410932,1
0.1678772795920341,0.10796601855309124,0
0.05529249340923441,0.11643968995574452,0
0.07483346879976478,0.1423222625065378,1
-0.1455613113172675,0.04101037311745698,0
0.09922186634593383,-0.010940818025200204,0
-0.0918712403784971,-0.07605632249776281,0
0.06608353630978087,-0.02984581182027949,1
0.11325482472770032,0.03108184438814723,0
0.1834925080090852,0.008991551012308963,1
-0.29415735467627596,-0.040551105067951176,0
0.06522294890320815,-0.03806957370472118,1
-0.08336514416018123,0.17421537361084483,0
0.02320093314209615,0.2424763141757434,0
-0.04160909814447053,0.06077687381593321,0
-0.06167923444146871,-0.1337087400304018,1
0.08648615549386023,-0.0759264996523256,0
0.06793402688766097,0.10297954262228591,0
0.06701259326438189,-0.0058942487228155396,1
-0.20000692851198193,0.08564571924340555,0
-0.06641974076576838,0.07862589531278469,1
0.1731514247626866,-0.020383657367791345,1
0.0895608124601902,-0.03364089036884162,0
0.1468590531080114,-0.0674971087614937,0
0.1904728375321582,0.06395828033805916,0
0.13980239849198406,-0.13752991296517483,0
0.04782556918063167,-0.15896391784464603,0
-0.2647940319454673,0.04371933550590285,0
0.14382654233592548,0.024339457326217045,0
0.03631686954439173,0.012894580315692222,0
0.13671949138917402,-0.09298161848644747,0
-0.17834144070514507,0.1155476788906698,0
0.05436496888872468,-0.07202552889097856,1
0.06784452080408743,-0.045208014362854425,0
0.18005439749488242,0.030174042576142562,1
-0.07500002113889456,-0.07215763883085359,0
0.18968651678094073,-0.010514771458970961,1
-0.07103777036424506,0.10842159894134074,0
0.15042259678457987,0.034700855302939045,0
-0.23300102519393173,-0.03536915270291894,0
-0.168661809821914,0.14986408769947437,1
-0.19623020722473186,0.03114845664542245,0
-0.10644064883035176,0.00976026691472926,0
0.03873940748338968,-0.034271243039378646,0
0.0707230190858485,-0.07401527215082106,0
-0.08965780205804465,-0.1012925656699765,0
-0.04358214899982757,0.04902040803844124,0
0.050977691740417094,-0.06433463028594705,1
-0.04840469363133148,0.01705999170411486,0
0.08150304025200762,0.0803919555727092,0
0.09384063186955942,-0.016789806061103044,0
-0.06929692532505362,0.020500752123980337,0
-0.12185812388782725,-0.054218286768148,0
-0.09375816095440817,-0.16562632300072944,1
0.061469724156825584,-0.07794982834774526,0
0.1331662418787688,-0.08881641211855146,0
-0.07746808975086553,-0.06215497568145602,1
-0.1379817800152757,0.03880907740969315,1
0.08103167110623957,-0.11609268229976726,0
-0.14132505250246766,0.08866033789228371,1
-0.028652710212945666,-0.01795884003517403,0
0.1443736173834399,-0.18879134230928868,0
0.10025097577350346,0.08023807854131909,1
-0.0012984441007285758,0.05306230870057951,0
0.13313474283328422,0.07021983140705389,0
0.14063105793070857,0.0006655717883160444,0
-0.18813452850346832,-0.02548674298443842,0
0.003175683175249129,0.06302620561481252,0
-0.04862859095538814,0.214203445060435,0
0.10201382691232687,0.050678312184749656,0
0.03266688992324361,-0.05054514417903738,0
0.10083714813718471,0.12803622804921194,0
-0.014108213197555283,0.1660803753085781,0
0.017747704722602238,-0.14723926520528036,1
-0.17485458852889418,0.09286478264648829,1
-0.014623780531521715,0.1421460516561835,0
0.01871123424603679,-0.01565848425061026,0
-0.06608276510926739,-0.018603343067519384,0
-0.209677165844911,-0.0876954233714103,0
0.02068851322630248,-0.00986823696876447,0
0.14434069880574346,-0.11092573828168201,0
0.0990389498988718,-0.08628127610534293,0
-0.05201234011626785,-0.0810467608197071,0
-0.19202040262378786,-0.10917593352221665,0
0.04994194579705417,0.08251233151172882,0
-0.05083962356712222,0.03794318616675415,0
0.08916458516527465,0.0959078860898401,1
0.10047818287611275,-0.014385200487679687,1
0.11745474058398107,0.011498998236379397,0
0.09577837388071217,0.0779942781825486,1
0.08860294431381238,-0.04336384335502531,1
0.06390424969366973,0.026407602841963196,0
0.0840672952302578,0.17836979209408857,0
0.008515071870579302,-0.042716569712639936,0
-0.041880673175107005,-0.010154063317745937,0
-0.031157358332285976,0.019835277988287252,0
-0.06171716822134199,0.01248571320076753,1
-0.24741759079390369,-0.07668620812903772,0
0.05687483956214361,0.003018409130012506,0
0.13774627951997542,0.01842368834471268,1
-0.12635903909577206,-0.05582670987845153,1
0.11999713174605495,-0.02978782860362867,1
0.02172786362669492,0.19982282652007513,1
-0.11026642218338178,0.0662707207835428,0
-0.17596942546814184,0.01616439047853056,0
-0.025746646579539602,0.04041996740018735,0
0.027678747481102942,-0.043845621430708415,0
0.15025998824175477,-0.001516115953807452,0
0.036027286577938064,0.03413835088982682,0
0.13018835797362222,0.026684626420065145,0
-0.08386935124902278,-0.06511394218672427,0
-0.01596265537046992,-0.16069635824364317,0
-0.2361665135718137,0.04487506490419222,1
0.0004901081253053779,0.027878546262732708,0
0.021670548662597648,0.08262033357833493,0
0.08461788003436162,0.05206137883060115,0
-0.04010485387587714,0.04826938970521572,0
0.19720794100892816,-0.002700551773797428,1
-0.0885608622177619,-0.03596398551974187,0
-0.054433434407754645,-0.1591548130136364,0
-0.13805069802388129,-0.092178282397793,0
-0.019371515339267665,-0.060256851615448304,0
-0.1573639080767113,0.05226737243878844,0
-0.023089901440709135,-0.03500716144925317,1
0.08247526734193779,-0.02899607493033769,0
-0.11939240886874238,-0.1184467736057074,0
0.08805365441635511,-0.03636086348644428,0
0.13333731809092145,-0.09131893761603002,0
0.03953187856379207,0.021151441175125008,0
-0.2102332164471474,-0.01070047393318893,0
0.04693824841630215,-0.06710393398640188,0
-0.11178046897546541,-0.0632361232230589,0
-0.11950040619895037,-0.07028668557096208,1
0.04601266152917531,0.12141614073047645,1
0.17458288840792746,0.06738427179462265,0
0.09545565600003715,0.002126537433484217,0
0.03168618832133675,-0.16019327949316994,0
0.12758410523878203,-0.10603480907540856,0
0.04407767292757365,0.07986446873631685,0
0.06873041800293707,-0.0060300259990403345,0
-0.17922326170847722,0.04120623814679022,0
0.011702548610452477,-0.09509411316118041,0
-0.22569944283061033,0.012163143641729565,0
-0.04238283130221299,-0.010120664426182417,0
0.024242342432819475,0.08858575929742717,1
0.06430265977789426,0.023992008235071447,0
-0.10788241295096741,0.019784158423034475,0
-0.1193956038972238,-0.08499131775933683,0
-0.09692756499568893,-0.13936466456164803,1
0.03766212820009116,0.012788012808849643,0
0.010397841390877271,-0.04602413234846406,1
0.0997520611928622,-0.05707882695587769,0
0.1788190732046692,0.032302954133156835,0
0.0706197551666494,0.003997019920053614,1
0.02516473096938759,0.0653413481660625,1
-0.13041553967368982,0.10090076864487489,1
-0.06785877480346723,-0.14909489485852698,1
-0.028662210528709924,-0.007189673333821491,0
-0.2416524285834585,0.06903146716812729,0
0.010226135973757497,0.0942852353274498,0
0.12375961707028346,0.17555659187263611,0
-0.17685384857153585,-0.14728653722213655,0
0.015699930126381295,0.07418458840713099,0
0.00576860186348805,-0.006598676457171244,0
0.05143733911406048,0.03786903433681124,0
-0.15381424892614062,-0.037339194098291194,0
-0.21109407232675367,0.1390651155672861,0
-0.07073164708685545,-0.07904055912663001,1
-0.24635669077182865,0.03525568814041474,1
-0.05845175953758908,-0.05083359895136388,0
0.10931935480433946,-0.000976592206904601,0
-0.041080120486508616,0.03572469473865732,0
-0.050648451646469146,0.011508940570528509,0
0.016574485514928097,-0.05499097817052514,0
-0.12303042125587031,-0.10996996645884168,1
0.12438826870277389,0.04008811043875546,0
0.06601016111935616,0.08963132907496867,0
-0.07284617734509068,0.02368300590880817,0
0.08519579636072952,-0.12012294737682602,1
-0.12741497965201787,-0.13676351866801167,0
0.0038131538468010634,0.14633993279223642,0
-0.11422979808281801,-0.02767035883757299,1
0.0811329205718916,-0.08487280210333248,0
0.12486955658459686,0.04573121802683062,0
-0.055390436693424965,-0.013033442131031052,0
0.01062659818057356,-0.16567098614902265,0
0.15125212703592758,0.010547351558589189,0
0.08105774606147803,0.07045247735098534,0
0.04200568085135807,0.03012034896082407,1
-0.05192143417569716,0.0717709588895255,1
0.04894132985105897,-0.052209887813767536,0
0.1625712499932595,0.04653410637049243,1
0.11379718416569065,-0.08559471493693896,0
0.1730203197845903,-0.004652199548713141,1
-0.06073264421410822,0.03420944254852361,1
0.07228088319074426,0.04360473988954133,0
0.10500566608574942,-0.014256124344348815,0
0.007700398297530273,0.20405415433026572,0
0.023722415663287606,-0.03483091643199677,0
0.19545738750489916,-0.14333104644320058,1
-0.1626064065456632,0.07277977524311909,0
0.11410494232368093,0.01074249071164225,0
0.13901101946278402,0.053988318400554736,1
0.07014516281488663,0.1532800876321058,1
0.01263257907462005,-0.13889600124092963,1
-0.10355376598628499,0.10282267520393379,0
-0.03295400181569878,-9.223730304737649e-05,0
-0.114553375142488,0.005003825252003297,0
-0.05996039968797833,-0.0519374825878786,1
0.04225313759432606,-0.02540687216888962,0
0.1597900221410721,0.10672033573482462,0
-0.14486877988001162,0.06330124354182,1
0.11534951759899065,0.06502989875927927,0
0.019356596538491238,0.00923579848507079,0
0.045488183588494095,0.0725264600723127,1
0.002585553057912823,-0.0380894789334887,0
-0.14106338286915882,0.025199504679084172,1
0.06820133927495892,-0.07278276141251075,0
-0.0028620659206914046,0.2735721206733386,0
0.1420674627869974,-0.01954069470773407,0
-0.16762134171562693,0.01925579513387857,0
0.18167131962399574,0.007739296364403077,1
0.06265202495316602,-0.03023783382888362,1
-0.20379943561223274,-0.028909187048841847,1
0.08509848152963456,-0.08359007294114541,0
0.1416491257671408,-0.0020674538214833778,0
-0.08850684847073176,-0.05407326774947004,0
0.06558210327632967,-0.04354087282831638,0
0.05665997051772731,-0.07330410417784974,0
0.1932866353931263,0.08412305699698262,0
0.10413066931218525,-0.07216494434475511,0
-0.037743233817838076,0.04803519967726251,0
-0.20985742705606375,-0.05556705281338142,1
0.05522678802021683,0.13155251900906628,1
-0.18720394584765768,0.029815348963690747,0
-0.147968092244893,-0.05437241950326098,0
0.049836664316463254,0.10798879408173401,0
1.3338007129677797e-06,0.07303765335472802,0
-0.08751273133743868,-0.09023705958912037,0
0.07028056727645733,0.06552144216839835,0
0.13950253465958792,0.0017618180592777802,1
0.1286903693183361,0.041612087761659915,1
0.08905248674634161,-0.09934624001695101,0
