"date","location","new_cases","new_deaths","new_recovered","new_cases_7davg"
2020-02-08,"India",3,0,0,2.85714285714286
2020-02-08,"US",2,0,0,1.14285714285714
2020-02-08,"US",2,0,0,1.28571428571429
2020-02-08,"US",2,0,0,1.42857142857143
2020-02-08,"US",1,0,0,1.42857142857143
2020-02-08,"US",1,0,0,1.42857142857143
2020-02-08,"US",1,0,0,1.42857142857143
2020-02-08,"US",1,0,0,1.42857142857143
2020-02-08,"US",1,0,0,1.28571428571429
2020-02-08,"US",1,0,0,1.14285714285714
2020-02-09,"India",3,0,0,3
2020-02-09,"US",2,0,2,1.14285714285714
2020-02-09,"US",2,0,0,1.28571428571429
2020-02-09,"US",2,0,0,1.42857142857143
2020-02-09,"US",1,0,0,1.42857142857143
2020-02-09,"US",1,0,0,1.42857142857143
2020-02-09,"US",1,0,0,1.42857142857143
2020-02-09,"US",1,0,0,1.42857142857143
2020-02-09,"US",1,0,1,1.28571428571429
2020-02-09,"US",1,0,0,1.14285714285714
2020-02-10,"India",3,0,0,3
2020-02-10,"US",2,0,2,1.14285714285714
2020-02-10,"US",2,0,0,1.28571428571429
2020-02-10,"US",2,0,0,1.42857142857143
2020-02-10,"US",1,0,0,1.42857142857143
2020-02-10,"US",1,0,0,1.42857142857143
2020-02-10,"US",1,0,0,1.42857142857143
2020-02-10,"US",1,0,0,1.42857142857143
2020-02-10,"US",1,0,1,1.28571428571429
2020-02-10,"US",1,0,0,1.14285714285714
2020-02-11,"India",3,0,0,3
2020-02-11,"US",2,0,2,1.14285714285714
2020-02-11,"US",2,0,0,1.28571428571429
2020-02-11,"US",2,0,0,1.42857142857143
2020-02-11,"US",1,0,0,1.42857142857143
2020-02-11,"US",1,0,0,1.42857142857143
2020-02-11,"US",1,0,0,1.42857142857143
2020-02-11,"US",1,0,0,1.42857142857143
2020-02-11,"US",1,0,0,1.28571428571429
2020-02-11,"US",1,0,1,1.14285714285714
2020-02-11,"US",1,0,0,1
2020-02-12,"India",3,0,0,3
2020-02-12,"US",2,0,2,1.14285714285714
2020-02-12,"US",2,0,0,1.28571428571429
2020-02-12,"US",2,0,0,1.42857142857143
2020-02-12,"US",1,0,0,1.42857142857143
2020-02-12,"US",1,0,0,1.42857142857143
2020-02-12,"US",1,0,0,1.42857142857143
2020-02-12,"US",1,0,0,1.42857142857143
2020-02-12,"US",1,0,0,1.28571428571429
2020-02-12,"US",1,0,1,1.14285714285714
2020-02-12,"US",1,0,0,1
2020-02-13,"India",3,0,0,3
2020-02-13,"US",2,0,2,1.14285714285714
2020-02-13,"US",2,0,0,1.28571428571429
2020-02-13,"US",2,0,0,1.42857142857143
2020-02-13,"US",2,0,0,1.57142857142857
2020-02-13,"US",1,0,0,1.57142857142857
2020-02-13,"US",1,0,0,1.57142857142857
2020-02-13,"US",1,0,0,1.57142857142857
2020-02-13,"US",1,0,0,1.42857142857143
2020-02-13,"US",1,0,0,1.28571428571429
2020-02-13,"US",1,0,1,1.14285714285714
2020-02-13,"US",1,0,0,1
2020-02-14,"India",3,0,0,3
2020-02-14,"US",2,0,2,1.14285714285714
2020-02-14,"US",2,0,0,1.28571428571429
2020-02-14,"US",2,0,0,1.42857142857143
2020-02-14,"US",2,0,0,1.57142857142857
2020-02-14,"US",1,0,0,1.57142857142857
2020-02-14,"US",1,0,0,1.57142857142857
2020-02-14,"US",1,0,0,1.57142857142857
2020-02-14,"US",1,0,0,1.42857142857143
2020-02-14,"US",1,0,0,1.28571428571429
2020-02-14,"US",1,0,1,1.14285714285714
2020-02-14,"US",1,0,0,1
2020-02-15,"India",3,0,0,3
2020-02-15,"US",2,0,2,1.14285714285714
2020-02-15,"US",2,0,0,1.28571428571429
2020-02-15,"US",2,0,0,1.42857142857143
2020-02-15,"US",2,0,0,1.57142857142857
2020-02-15,"US",1,0,0,1.57142857142857
2020-02-15,"US",1,0,0,1.57142857142857
2020-02-15,"US",1,0,0,1.57142857142857
2020-02-15,"US",1,0,0,1.42857142857143
2020-02-15,"US",1,0,0,1.28571428571429
2020-02-15,"US",1,0,1,1.14285714285714
2020-02-15,"US",1,0,0,1
2020-02-16,"India",3,0,3,3
2020-02-16,"US",2,0,2,1.14285714285714
2020-02-16,"US",2,0,0,1.28571428571429
2020-02-16,"US",2,0,0,1.42857142857143
2020-02-16,"US",2,0,0,1.57142857142857
2020-02-16,"US",1,0,0,1.57142857142857
2020-02-16,"US",1,0,0,1.57142857142857
2020-02-16,"US",1,0,0,1.57142857142857
2020-02-16,"US",1,0,0,1.42857142857143
2020-02-16,"US",1,0,0,1.28571428571429
2020-02-16,"US",1,0,1,1.14285714285714
2020-02-16,"US",1,0,0,1
2020-02-17,"India",3,0,3,3
2020-02-17,"US",2,0,2,1.14285714285714
2020-02-17,"US",2,0,0,1.28571428571429
2020-02-17,"US",2,0,0,1.42857142857143
2020-02-17,"US",2,0,0,1.57142857142857
2020-02-17,"US",1,0,0,1.57142857142857
2020-02-17,"US",1,0,0,1.57142857142857
2020-02-17,"US",1,0,0,1.57142857142857
2020-02-17,"US",1,0,0,1.42857142857143
2020-02-17,"US",1,0,0,1.28571428571429
2020-02-17,"US",1,0,1,1.14285714285714
2020-02-17,"US",1,0,0,1
2020-02-18,"India",3,0,3,3
2020-02-18,"US",2,0,2,1.14285714285714
2020-02-18,"US",2,0,0,1.28571428571429
2020-02-18,"US",2,0,0,1.42857142857143
2020-02-18,"US",2,0,0,1.57142857142857
2020-02-18,"US",1,0,0,1.57142857142857
2020-02-18,"US",1,0,0,1.57142857142857
2020-02-18,"US",1,0,0,1.57142857142857
2020-02-18,"US",1,0,0,1.42857142857143
2020-02-18,"US",1,0,0,1.28571428571429
2020-02-18,"US",1,0,1,1.14285714285714
2020-02-18,"US",1,0,0,1
2020-02-19,"India",3,0,3,3
2020-02-19,"US",2,0,2,1.14285714285714
2020-02-19,"US",2,0,0,1.28571428571429
2020-02-19,"US",2,0,0,1.42857142857143
2020-02-19,"US",2,0,0,1.57142857142857
2020-02-19,"US",1,0,0,1.57142857142857
2020-02-19,"US",1,0,0,1.57142857142857
2020-02-19,"US",1,0,0,1.57142857142857
2020-02-19,"US",1,0,0,1.42857142857143
2020-02-19,"US",1,0,0,1.28571428571429
2020-02-19,"US",1,0,1,1.14285714285714
2020-02-19,"US",1,0,0,1
2020-02-20,"India",3,0,3,3
2020-02-20,"US",2,0,2,1.14285714285714
2020-02-20,"US",2,0,0,1.28571428571429
2020-02-20,"US",2,0,0,1.42857142857143
2020-02-20,"US",2,0,0,1.57142857142857
2020-02-20,"US",1,0,0,1.57142857142857
2020-02-20,"US",1,0,0,1.57142857142857
2020-02-20,"US",1,0,0,1.57142857142857
2020-02-20,"US",1,0,0,1.42857142857143
2020-02-20,"US",1,0,0,1.28571428571429
2020-02-20,"US",1,0,1,1.14285714285714
2020-02-20,"US",1,0,0,1
2020-02-21,"US",11,0,0,2.42857142857143
2020-02-21,"US",5,0,0,3
2020-02-21,"India",3,0,3,3
2020-02-21,"US",2,0,2,3.14285714285714
2020-02-21,"US",2,0,0,3.28571428571429
2020-02-21,"US",2,0,0,3.42857142857143
2020-02-21,"US",2,0,1,3.57142857142857
2020-02-21,"US",2,0,1,3.71428571428571
2020-02-21,"US",1,0,0,2.28571428571429
2020-02-21,"US",1,0,0,1.71428571428571
2020-02-21,"US",1,0,0,1.57142857142857
2020-02-21,"US",1,0,0,1.42857142857143
2020-02-21,"US",1,0,0,1.28571428571429
2020-02-21,"US",1,0,0,1.14285714285714
2020-02-21,"US",1,0,0,1
2020-02-21,"US",1,0,1,1
2020-02-21,"US",1,0,0,1
2020-02-22,"US",11,0,0,2.42857142857143
2020-02-22,"US",5,0,0,3
2020-02-22,"India",3,0,3,3
2020-02-22,"US",2,0,2,3.14285714285714
2020-02-22,"US",2,0,0,3.28571428571429
2020-02-22,"US",2,0,0,3.42857142857143
2020-02-22,"US",2,0,1,3.57142857142857
2020-02-22,"US",2,0,1,3.71428571428571
2020-02-22,"US",1,0,0,2.28571428571429
2020-02-22,"US",1,0,0,1.71428571428571
2020-02-22,"US",1,0,0,1.57142857142857
2020-02-22,"US",1,0,0,1.42857142857143
2020-02-22,"US",1,0,0,1.28571428571429
2020-02-22,"US",1,0,0,1.14285714285714
2020-02-22,"US",1,0,0,1
2020-02-22,"US",1,0,1,1
2020-02-22,"US",1,0,0,1
2020-02-23,"US",11,0,0,2.42857142857143
2020-02-23,"US",5,0,0,3
2020-02-23,"India",3,0,3,3
2020-02-23,"US",2,0,2,3.14285714285714
2020-02-23,"US",2,0,0,3.28571428571429
2020-02-23,"US",2,0,0,3.42857142857143
2020-02-23,"US",2,0,1,3.57142857142857
2020-02-23,"US",2,0,1,3.71428571428571
2020-02-23,"US",1,0,0,2.28571428571429
2020-02-23,"US",1,0,0,1.71428571428571
2020-02-23,"US",1,0,0,1.57142857142857
2020-02-23,"US",1,0,0,1.42857142857143
2020-02-23,"US",1,0,0,1.28571428571429
2020-02-23,"US",1,0,0,1.14285714285714
2020-02-23,"US",1,0,0,1
2020-02-23,"US",1,0,1,1
2020-02-23,"US",1,0,0,1
2020-02-24,"US",36,0,0,6
2020-02-24,"India",3,0,3,3
2020-02-24,"US",2,0,2,6.14285714285714
2020-02-24,"US",2,0,0,6.28571428571429
2020-02-24,"US",2,0,1,6.42857142857143
2020-02-24,"US",2,0,1,6.57142857142857
2020-02-24,"US",1,0,0,6.57142857142857
2020-02-24,"US",1,0,0,6.57142857142857
2020-02-24,"US",1,0,0,1.57142857142857
2020-02-24,"US",1,0,0,1.42857142857143
2020-02-24,"US",1,0,0,1.28571428571429
2020-02-24,"US",1,0,0,1.14285714285714
2020-02-24,"US",1,0,0,1
2020-02-24,"US",1,0,1,1
2020-02-24,"US",1,0,0,1
2020-02-24,"US",0,0,0,0.857142857142857
2020-02-24,"US",0,0,0,0.714285714285714
2020-02-24,"US",0,0,0,0.571428571428571
2020-02-25,"US",36,0,0,5.57142857142857
2020-02-25,"India",3,0,3,3
2020-02-25,"US",2,0,2,5.71428571428571
2020-02-25,"US",2,0,0,5.85714285714286
2020-02-25,"US",2,0,1,6
2020-02-25,"US",2,0,1,6.28571428571429
2020-02-25,"US",1,0,0,6.42857142857143
2020-02-25,"US",1,0,0,6.57142857142857
2020-02-25,"US",1,0,0,1.57142857142857
2020-02-25,"US",1,0,0,1.42857142857143
2020-02-25,"US",1,0,0,1.28571428571429
2020-02-25,"US",1,0,0,1.14285714285714
2020-02-25,"US",1,0,0,1
2020-02-25,"US",1,0,1,1
2020-02-25,"US",1,0,1,1
2020-02-25,"US",0,0,0,0.857142857142857
2020-02-25,"US",0,0,0,0.714285714285714
2020-02-25,"US",0,0,0,0.571428571428571
2020-02-26,"US",42,0,0,6.42857142857143
2020-02-26,"India",3,0,3,3
2020-02-26,"US",2,0,2,6.57142857142857
2020-02-26,"US",2,0,0,6.71428571428571
2020-02-26,"US",2,0,1,6.85714285714286
2020-02-26,"US",2,0,1,7.14285714285714
2020-02-26,"US",1,0,0,7.28571428571429
2020-02-26,"US",1,0,0,7.42857142857143
2020-02-26,"US",1,0,0,1.57142857142857
2020-02-26,"US",1,0,0,1.42857142857143
2020-02-26,"US",1,0,0,1.28571428571429
2020-02-26,"US",1,0,0,1.14285714285714
2020-02-26,"US",1,0,0,1
2020-02-26,"US",1,0,1,1
2020-02-26,"US",1,0,1,1
2020-02-26,"US",0,0,0,0.857142857142857
2020-02-26,"US",0,0,0,0.714285714285714
2020-02-26,"US",0,0,0,0.571428571428571
2020-02-27,"US",42,0,0,6.42857142857143
2020-02-27,"India",3,0,3,3
2020-02-27,"US",2,0,2,6.57142857142857
2020-02-27,"US",2,0,0,6.71428571428571
2020-02-27,"US",2,0,0,6.85714285714286
2020-02-27,"US",2,0,1,7.14285714285714
2020-02-27,"US",2,0,1,7.42857142857143
2020-02-27,"US",1,0,0,7.57142857142857
2020-02-27,"US",1,0,0,1.71428571428571
2020-02-27,"US",1,0,0,1.57142857142857
2020-02-27,"US",1,0,0,1.42857142857143
2020-02-27,"US",1,0,0,1.28571428571429
2020-02-27,"US",1,0,0,1.14285714285714
2020-02-27,"US",1,0,1,1
2020-02-27,"US",1,0,1,1
2020-02-27,"US",0,0,0,0.857142857142857
2020-02-27,"US",0,0,0,0.714285714285714
2020-02-27,"US",0,0,0,0.571428571428571
2020-02-28,"US",44,0,0,6.71428571428571
2020-02-28,"India",3,0,3,3
2020-02-28,"US",2,0,2,6.85714285714286
2020-02-28,"US",2,0,0,7
2020-02-28,"US",2,0,0,7.14285714285714
2020-02-28,"US",2,0,1,7.42857142857143
2020-02-28,"US",2,0,1,7.71428571428571
2020-02-28,"US",1,0,1,7.85714285714286
2020-02-28,"US",1,0,0,1.71428571428571
2020-02-28,"US",1,0,0,1.57142857142857
2020-02-28,"US",1,0,0,1.42857142857143
2020-02-28,"US",1,0,0,1.28571428571429
2020-02-28,"US",1,0,0,1.14285714285714
2020-02-28,"US",1,0,1,1
2020-02-28,"US",1,0,1,1
2020-02-28,"US",0,0,0,0.857142857142857
2020-02-28,"US",0,0,0,0.714285714285714
2020-02-28,"US",0,0,0,0.571428571428571
2020-02-29,"US",44,0,0,6.71428571428571
2020-02-29,"US",6,1,1,7.42857142857143
2020-02-29,"India",3,0,3,3
2020-02-29,"US",3,0,1,7.71428571428571
2020-02-29,"US",2,0,2,7.85714285714286
2020-02-29,"US",2,0,0,8.14285714285714
2020-02-29,"US",2,0,0,8.42857142857143
2020-02-29,"US",2,0,1,8.71428571428571
2020-02-29,"US",1,0,1,2.57142857142857
2020-02-29,"US",1,0,0,1.85714285714286
2020-02-29,"US",1,0,0,1.57142857142857
2020-02-29,"US",1,0,0,1.42857142857143
2020-02-29,"US",1,0,0,1.28571428571429
2020-02-29,"US",1,0,0,1.14285714285714
2020-02-29,"US",1,0,0,1
2020-02-29,"US",1,0,0,1
2020-02-29,"US",1,0,1,1
2020-02-29,"US",0,0,0,0.857142857142857
2020-02-29,"US",0,0,0,0.714285714285714
2020-02-29,"US",0,0,0,0.571428571428571
2020-03-01,"US",44,0,0,6.71428571428571
2020-03-01,"US",9,1,1,7.85714285714286
2020-03-01,"India",3,0,3,3
2020-03-01,"US",3,0,2,8.14285714285714
2020-03-01,"US",3,0,1,8.42857142857143
2020-03-01,"US",2,0,0,8.71428571428571
2020-03-01,"US",2,0,0,9
2020-03-01,"US",2,0,1,9.28571428571429
2020-03-01,"US",2,0,0,3.28571428571429
2020-03-01,"US",1,0,1,2.14285714285714
2020-03-01,"US",1,0,0,1.85714285714286
2020-03-01,"US",1,0,0,1.57142857142857
2020-03-01,"US",1,0,0,1.42857142857143
2020-03-01,"US",1,0,0,1.28571428571429
2020-03-01,"US",1,0,0,1.14285714285714
2020-03-01,"US",1,0,0,1
2020-03-01,"US",1,0,0,1
2020-03-01,"US",1,0,1,1
2020-03-01,"US",0,0,0,0.857142857142857
2020-03-01,"US",0,0,0,0.714285714285714
2020-03-01,"US",0,0,0,0.571428571428571
2020-03-02,"US",45,0,0,6.85714285714286
2020-03-02,"US",14,5,1,8.71428571428571
2020-03-02,"US",9,0,1,9.85714285714286
2020-03-02,"India",5,0,3,3.28571428571429
2020-03-02,"US",4,0,2,10.2857142857143
2020-03-02,"US",4,1,0,10.8571428571429
2020-03-02,"US",2,0,0,11.1428571428571
2020-03-02,"US",2,0,0,11.4285714285714
2020-03-02,"US",2,0,0,5.28571428571429
2020-03-02,"US",2,0,0,3.57142857142857
2020-03-02,"US",2,0,1,2.57142857142857
2020-03-02,"US",1,0,1,2.14285714285714
2020-03-02,"US",1,0,0,1.71428571428571
2020-03-02,"US",1,0,0,1.57142857142857
2020-03-02,"US",1,0,0,1.42857142857143
2020-03-02,"US",1,0,0,1.28571428571429
2020-03-02,"US",1,0,0,1.14285714285714
2020-03-02,"US",1,0,0,1
2020-03-02,"US",1,0,0,1
2020-03-02,"US",1,0,0,1
2020-03-02,"US",1,0,0,1
2020-03-02,"US",1,0,0,1
2020-03-02,"US",1,0,0,1
2020-03-02,"US",1,0,0,1
2020-03-02,"US",1,0,1,1
2020-03-02,"US",1,0,0,1
2020-03-02,"US",0,0,0,0.857142857142857
2020-03-02,"US",0,0,0,0.714285714285714
2020-03-02,"US",0,0,0,0.571428571428571
2020-03-03,"US",45,0,0,6.85714285714286
2020-03-03,"US",21,6,1,9.71428571428571
2020-03-03,"US",11,0,1,11.1428571428571
2020-03-03,"US",6,1,0,11.8571428571429
2020-03-03,"India",5,0,3,3.57142857142857
2020-03-03,"US",4,0,2,12.4285714285714
2020-03-03,"US",2,0,0,12.7142857142857
2020-03-03,"US",2,0,0,13
2020-03-03,"US",2,0,0,6.85714285714286
2020-03-03,"US",2,0,0,4.14285714285714
2020-03-03,"US",2,0,0,2.85714285714286
2020-03-03,"US",2,0,0,2.28571428571429
2020-03-03,"US",2,0,1,2
2020-03-03,"US",2,0,0,2
2020-03-03,"US",2,0,0,2
2020-03-03,"US",1,0,0,1.85714285714286
2020-03-03,"US",1,0,0,1.71428571428571
2020-03-03,"US",1,0,1,1.57142857142857
2020-03-03,"US",1,0,0,1.42857142857143
2020-03-03,"US",1,0,0,1.28571428571429
2020-03-03,"US",1,0,1,1.14285714285714
2020-03-03,"US",1,0,0,1
2020-03-03,"US",1,0,0,1
2020-03-03,"US",1,0,0,1
2020-03-03,"US",1,0,0,1
2020-03-03,"US",1,0,0,1
2020-03-03,"US",1,0,0,1
2020-03-03,"US",1,0,0,1
2020-03-03,"US",1,0,1,1
2020-03-03,"US",1,0,0,1
2020-03-03,"US",1,0,0,1
2020-03-03,"US",1,0,0,1
2020-03-03,"US",0,0,0,0.857142857142857
2020-03-03,"US",0,0,0,0.714285714285714
2020-03-03,"US",0,0,0,0.571428571428571
2020-03-04,"US",45,0,0,6.85714285714286
2020-03-04,"US",31,9,1,11.1428571428571
2020-03-04,"India",28,0,3,7.14285714285714
2020-03-04,"US",11,0,1,12.5714285714286
2020-03-04,"US",10,0,0,13.8571428571429
2020-03-04,"US",8,1,0,15
2020-03-04,"US",7,0,0,16
2020-03-04,"US",4,0,2,16.5714285714286
2020-03-04,"US",3,0,0,10.5714285714286
2020-03-04,"US",2,0,0,6.42857142857143
2020-03-04,"US",2,0,0,5.14285714285714
2020-03-04,"US",2,0,0,4
2020-03-04,"US",2,1,0,3.14285714285714
2020-03-04,"US",2,0,0,2.42857142857143
2020-03-04,"US",2,0,0,2.14285714285714
2020-03-04,"US",2,0,0,2
2020-03-04,"US",2,0,1,2
2020-03-04,"US",2,0,0,2
2020-03-04,"US",2,0,0,2
2020-03-04,"US",1,0,0,1.85714285714286
2020-03-04,"US",1,0,0,1.71428571428571
2020-03-04,"US",1,0,1,1.57142857142857
2020-03-04,"US",1,0,0,1.42857142857143
2020-03-04,"US",1,0,0,1.28571428571429
2020-03-04,"US",1,0,1,1.14285714285714
2020-03-04,"US",1,0,0,1
2020-03-04,"US",1,0,0,1
2020-03-04,"US",1,0,0,1
2020-03-04,"US",1,0,0,1
2020-03-04,"US",1,0,0,1
2020-03-04,"US",1,0,1,1
2020-03-04,"US",1,0,0,1
2020-03-04,"US",1,0,0,1
2020-03-04,"US",0,0,0,0.857142857142857
2020-03-04,"US",0,0,0,0.714285714285714
2020-03-04,"US",0,0,0,0.571428571428571
2020-03-05,"US",51,10,1,7.71428571428571
2020-03-05,"US",45,0,0,14
2020-03-05,"India",30,0,3,11
2020-03-05,"US",20,0,1,16.7142857142857
2020-03-05,"US",18,1,0,19.1428571428571
2020-03-05,"US",18,0,0,21.7142857142857
2020-03-05,"US",11,0,0,23.2857142857143
2020-03-05,"US",5,0,2,24
2020-03-05,"US",4,0,0,17.2857142857143
2020-03-05,"US",3,0,0,11.2857142857143
2020-03-05,"US",3,0,1,8.85714285714286
2020-03-05,"US",2,0,0,6.57142857142857
2020-03-05,"US",2,0,0,4.28571428571429
2020-03-05,"US",2,0,0,3
2020-03-05,"US",2,0,0,2.57142857142857
2020-03-05,"US",2,0,0,2.28571428571429
2020-03-05,"US",2,1,0,2.14285714285714
2020-03-05,"US",2,0,0,2
2020-03-05,"US",2,0,0,2
2020-03-05,"US",2,0,0,2
2020-03-05,"US",2,0,0,2
2020-03-05,"US",2,0,0,2
2020-03-05,"US",2,0,0,2
2020-03-05,"South Africa",1,0,0,NA
2020-03-05,"US",1,0,0,1.85714285714286
2020-03-05,"US",1,0,0,1.71428571428571
2020-03-05,"US",1,0,1,1.57142857142857
2020-03-05,"US",1,0,0,1.42857142857143
2020-03-05,"US",1,0,0,1.28571428571429
2020-03-05,"US",1,0,0,1.14285714285714
2020-03-05,"US",1,0,0,1
2020-03-05,"US",1,0,0,1
2020-03-05,"US",1,0,1,1
2020-03-05,"US",1,0,0,1
2020-03-05,"US",1,0,0,1
2020-03-05,"US",1,0,0,1
2020-03-05,"US",1,0,0,1
2020-03-05,"US",1,0,0,1
2020-03-05,"US",1,0,0,1
2020-03-05,"US",1,0,1,1
2020-03-05,"US",1,0,0,1
2020-03-05,"US",1,0,0,1
2020-03-05,"US",1,0,0,1
2020-03-05,"US",0,0,0,0.857142857142857
2020-03-05,"US",0,0,0,0.714285714285714
2020-03-05,"US",0,0,0,0.571428571428571
2020-03-06,"US",58,12,1,8.71428571428571
2020-03-06,"US",45,0,0,15
2020-03-06,"India",31,0,3,15
2020-03-06,"US",20,0,1,17.7142857142857
2020-03-06,"US",19,1,0,20.2857142857143
2020-03-06,"US",19,0,0,23
2020-03-06,"US",16,0,0,25.2857142857143
2020-03-06,"US",13,0,0,27.1428571428571
2020-03-06,"US",5,0,2,19.5714285714286
2020-03-06,"US",5,1,0,13.8571428571429
2020-03-06,"US",5,0,0,11.7142857142857
2020-03-06,"US",3,0,0,9.42857142857143
2020-03-06,"US",3,0,0,7.14285714285714
2020-03-06,"US",3,0,0,5.28571428571429
2020-03-06,"US",3,0,0,3.85714285714286
2020-03-06,"US",3,0,1,3.57142857142857
2020-03-06,"US",3,0,1,3.28571428571429
2020-03-06,"US",2,0,0,2.85714285714286
2020-03-06,"US",2,0,0,2.71428571428571
2020-03-06,"US",2,0,0,2.57142857142857
2020-03-06,"US",2,0,0,2.42857142857143
2020-03-06,"US",2,0,0,2.28571428571429
2020-03-06,"US",2,0,0,2.14285714285714
2020-03-06,"US",2,0,0,2
2020-03-06,"US",2,0,0,2
2020-03-06,"US",2,0,0,2
2020-03-06,"US",2,0,0,2
2020-03-06,"US",2,0,0,2
2020-03-06,"US",2,0,0,2
2020-03-06,"US",2,0,0,2
2020-03-06,"US",2,0,0,2
2020-03-06,"South Africa",1,0,0,NA
2020-03-06,"US",1,0,0,1.85714285714286
2020-03-06,"US",1,0,0,1.71428571428571
2020-03-06,"US",1,0,0,1.57142857142857
2020-03-06,"US",1,0,0,1.42857142857143
2020-03-06,"US",1,0,0,1.28571428571429
2020-03-06,"US",1,0,0,1.14285714285714
2020-03-06,"US",1,0,0,1
2020-03-06,"US",1,0,0,1
2020-03-06,"US",1,0,0,1
2020-03-06,"US",1,0,0,1
2020-03-06,"US",1,0,1,1
2020-03-06,"US",1,0,0,1
2020-03-06,"US",1,0,0,1
2020-03-06,"US",1,0,0,1
2020-03-06,"US",1,0,0,1
2020-03-06,"US",1,0,0,1
2020-03-06,"US",1,0,0,1
2020-03-06,"US",1,0,0,1
